mid,lr,epoch,wd,ld,ld_type,criterion,avg_acc
2,7.00E-05,500,0.001,0.0001,exponential,CROSSENTROPY,97.90000153
2,7.00E-05,500,0.001,0.0001,time-based,MSE,97.59999847
2,7.00E-05,500,0.001,0.0001,time-based,CROSSENTROPY,97.90000153
2,7.00E-05,500,0.001,0.001,exponential,MSE,97.69999695
2,7.00E-05,500,0.001,0.001,exponential,CROSSENTROPY,94.80000305
2,7.00E-05,500,0.001,0.001,time-based,MSE,97.69999695
2,7.00E-05,500,0.001,0.001,time-based,CROSSENTROPY,96.50000763
2,7.00E-05,500,0.001,0.01,exponential,MSE,46.59999847
2,7.00E-05,500,0.001,0.01,exponential,CROSSENTROPY,49.70000076
2,7.00E-05,500,0.001,0.01,time-based,MSE,85.40000153
2,7.00E-05,500,0.001,0.01,time-based,CROSSENTROPY,75.59999847
2,7.00E-05,500,0.01,0,exponential,MSE,97.40000153
2,7.00E-05,500,0.01,0,exponential,CROSSENTROPY,97.69999695
2,7.00E-05,500,0.01,0,time-based,MSE,97.40000153
2,7.00E-05,500,0.01,0,time-based,CROSSENTROPY,97.69999695
2,7.00E-05,500,0.01,0.0001,exponential,MSE,97.59999847
2,7.00E-05,500,0.01,0.0001,exponential,CROSSENTROPY,97.90000153
2,7.00E-05,500,0.01,0.0001,time-based,MSE,97.59999847
2,7.00E-05,500,0.01,0.0001,time-based,CROSSENTROPY,97.90000153
2,7.00E-05,500,0.01,0.001,exponential,MSE,97.69999695
2,7.00E-05,500,0.01,0.001,exponential,CROSSENTROPY,94.80000305
2,7.00E-05,500,0.01,0.001,time-based,MSE,97.69999695
2,7.00E-05,500,0.01,0.001,time-based,CROSSENTROPY,96.50000763
2,7.00E-05,500,0.01,0.01,exponential,MSE,46.59999847
2,7.00E-05,500,0.01,0.01,exponential,CROSSENTROPY,49.70000076
2,7.00E-05,500,0.01,0.01,time-based,MSE,85.40000153
2,7.00E-05,500,0.01,0.01,time-based,CROSSENTROPY,75.59999847
2,0.0001,250,0,0,exponential,MSE,94.59999847
2,0.0001,250,0,0,exponential,CROSSENTROPY,96.80000305
2,0.0001,250,0,0,time-based,MSE,94.59999847
2,0.0001,250,0,0,time-based,CROSSENTROPY,96.80000305
2,0.0001,250,0,0.0001,exponential,MSE,97.59999847
2,0.0001,250,0,0.0001,exponential,CROSSENTROPY,96.59999847
2,0.0001,250,0,0.0001,time-based,MSE,97.90000153
2,0.0001,250,0,0.0001,time-based,CROSSENTROPY,96.59999847
2,0.0001,250,0,0.001,exponential,MSE,98
2,0.0001,250,0,0.001,exponential,CROSSENTROPY,94.09999847
2,0.0001,250,0,0.001,time-based,MSE,97.90000153
2,0.0001,250,0,0.001,time-based,CROSSENTROPY,94.5
2,0.0001,250,0,0.01,exponential,MSE,72.5
2,0.0001,250,0,0.01,exponential,CROSSENTROPY,60.20000076
2,0.0001,250,0,0.01,time-based,MSE,89.59999847
2,0.0001,250,0,0.01,time-based,CROSSENTROPY,78
2,0.0001,250,0.0001,0,exponential,MSE,95.50000763
2,0.0001,250,0.0001,0,exponential,CROSSENTROPY,96.80000305
2,0.0001,250,0.0001,0,time-based,MSE,95.50000763
2,0.0001,250,0.0001,0,time-based,CROSSENTROPY,96.80000305
2,0.0001,250,0.0001,0.0001,exponential,MSE,97.59999847
2,0.0001,250,0.0001,0.0001,exponential,CROSSENTROPY,96.59999847
2,0.0001,250,0.0001,0.0001,time-based,MSE,97.5
2,0.0001,250,0.0001,0.0001,time-based,CROSSENTROPY,96.59999847
2,0.0001,250,0.0001,0.001,exponential,MSE,98
2,0.0001,250,0.0001,0.001,exponential,CROSSENTROPY,94.09999847
2,0.0001,250,0.0001,0.001,time-based,MSE,97.90000153
2,0.0001,250,0.0001,0.001,time-based,CROSSENTROPY,94.5
2,0.0001,250,0.0001,0.01,exponential,MSE,72.5
2,0.0001,250,0.0001,0.01,exponential,CROSSENTROPY,60.20000076
2,0.0001,250,0.0001,0.01,time-based,MSE,89.59999847
2,0.0001,250,0.0001,0.01,time-based,CROSSENTROPY,78
2,0.0001,250,0.001,0,exponential,MSE,95.5
2,0.0001,250,0.001,0,exponential,CROSSENTROPY,96.80000305
2,0.0001,250,0.001,0,time-based,MSE,95.5
2,0.0001,250,0.001,0,time-based,CROSSENTROPY,96.80000305
2,0.0001,250,0.001,0.0001,exponential,MSE,97.70000458
2,0.0001,250,0.001,0.0001,exponential,CROSSENTROPY,96.59999847
2,0.0001,250,0.001,0.0001,time-based,MSE,97.80000305
2,0.0001,250,0.001,0.0001,time-based,CROSSENTROPY,96.59999847
2,0.0001,250,0.001,0.001,exponential,MSE,98
2,0.0001,250,0.001,0.001,exponential,CROSSENTROPY,94.09999847
2,0.0001,250,0.001,0.001,time-based,MSE,97.90000153
2,0.0001,250,0.001,0.001,time-based,CROSSENTROPY,94.5
2,0.0001,250,0.001,0.01,exponential,MSE,72.5
2,0.0001,250,0.001,0.01,exponential,CROSSENTROPY,60.20000076
2,0.0001,250,0.001,0.01,time-based,MSE,89.59999847
2,0.0001,250,0.001,0.01,time-based,CROSSENTROPY,78
2,0.0001,250,0.01,0,exponential,MSE,94.19999695
2,0.0001,250,0.01,0,exponential,CROSSENTROPY,96.80000305
2,0.0001,250,0.01,0,time-based,MSE,94.19999695
2,0.0001,250,0.01,0,time-based,CROSSENTROPY,96.80000305
2,0.0001,250,0.01,0.0001,exponential,MSE,97.5
2,0.0001,250,0.01,0.0001,exponential,CROSSENTROPY,96.59999847
2,0.0001,250,0.01,0.0001,time-based,MSE,97.90000153
2,0.0001,250,0.01,0.0001,time-based,CROSSENTROPY,96.59999847
2,0.0001,250,0.01,0.001,exponential,MSE,98
2,0.0001,250,0.01,0.001,exponential,CROSSENTROPY,94.09999847
2,0.0001,250,0.01,0.001,time-based,MSE,97.90000153
2,0.0001,250,0.01,0.001,time-based,CROSSENTROPY,94.5
2,0.0001,250,0.01,0.01,exponential,MSE,72.5
2,0.0001,250,0.01,0.01,exponential,CROSSENTROPY,60.20000076
2,0.0001,250,0.01,0.01,time-based,MSE,89.59999847
2,0.0001,250,0.01,0.01,time-based,CROSSENTROPY,78
2,0.0001,500,0,0,exponential,MSE,96.5
2,0.0001,500,0,0,exponential,CROSSENTROPY,97.59999847
2,0.0001,500,0,0,time-based,MSE,96.5
2,0.0001,500,0,0,time-based,CROSSENTROPY,97.59999847
2,0.0001,500,0,0.0001,exponential,MSE,96.5
2,0.0001,500,0,0.0001,exponential,CROSSENTROPY,97.69999695
2,0.0001,500,0,0.0001,time-based,MSE,96.5
2,0.0001,500,0,0.0001,time-based,CROSSENTROPY,97.69999695
2,0.0001,500,0,0.001,exponential,MSE,97.59999847
2,0.0001,500,0,0.001,exponential,CROSSENTROPY,97.69999695
2,0.0001,500,0,0.001,time-based,MSE,97.59999847
2,0.0001,500,0,0.001,time-based,CROSSENTROPY,97.90000153
2,0.0001,500,0,0.01,exponential,MSE,44.09999847
2,0.0001,500,0,0.01,exponential,CROSSENTROPY,49.60000229
2,0.0001,500,0,0.01,time-based,MSE,91.90000153
2,0.0001,500,0,0.01,time-based,CROSSENTROPY,79.59999847
2,0.0001,500,0.0001,0,exponential,MSE,96.8999939
2,0.0001,500,0.0001,0,exponential,CROSSENTROPY,97.59999847
2,0.0001,500,0.0001,0,time-based,MSE,96.8999939
2,0.0001,500,0.0001,0,time-based,CROSSENTROPY,97.59999847
2,0.0001,500,0.0001,0.0001,exponential,MSE,96.30000305
2,0.0001,500,0.0001,0.0001,exponential,CROSSENTROPY,97.69999695
2,0.0001,500,0.0001,0.0001,time-based,MSE,96.59999084
2,0.0001,500,0.0001,0.0001,time-based,CROSSENTROPY,97.69999695
2,0.0001,500,0.0001,0.001,exponential,MSE,97.59999847
2,0.0001,500,0.0001,0.001,exponential,CROSSENTROPY,97.69999695
2,0.0001,500,0.0001,0.001,time-based,MSE,97.59999847
2,0.0001,500,0.0001,0.001,time-based,CROSSENTROPY,97.90000153
2,0.0001,500,0.0001,0.01,exponential,MSE,44.09999847
2,0.0001,500,0.0001,0.01,exponential,CROSSENTROPY,49.60000229
2,0.0001,500,0.0001,0.01,time-based,MSE,91.90000153
2,0.0001,500,0.0001,0.01,time-based,CROSSENTROPY,79.59999847
2,0.0001,500,0.001,0,exponential,MSE,96.69999695
2,0.0001,500,0.001,0,exponential,CROSSENTROPY,97.59999847
2,0.0001,500,0.001,0,time-based,MSE,96.69999695
2,0.0001,500,0.001,0,time-based,CROSSENTROPY,97.59999847
2,0.0001,500,0.001,0.0001,exponential,MSE,96.30000305
2,0.0001,500,0.001,0.0001,exponential,CROSSENTROPY,97.69999695
2,0.0001,500,0.001,0.0001,time-based,MSE,96.30000305
2,0.0001,500,0.001,0.0001,time-based,CROSSENTROPY,97.69999695
2,0.0001,500,0.001,0.001,exponential,MSE,97.59999847
2,0.0001,500,0.001,0.001,exponential,CROSSENTROPY,97.69999695
2,0.0001,500,0.001,0.001,time-based,MSE,97.59999847
2,0.0001,500,0.001,0.001,time-based,CROSSENTROPY,97.90000153
2,0.0001,500,0.001,0.01,exponential,MSE,44.09999847
2,0.0001,500,0.001,0.01,exponential,CROSSENTROPY,49.60000229
2,0.0001,500,0.001,0.01,time-based,MSE,91.90000153
2,0.0001,500,0.001,0.01,time-based,CROSSENTROPY,79.59999847
2,0.0001,500,0.01,0,exponential,MSE,96.5
2,0.0001,500,0.01,0,exponential,CROSSENTROPY,97.59999847
2,0.0001,500,0.01,0,time-based,MSE,96.5
2,0.0001,500,0.01,0,time-based,CROSSENTROPY,97.59999847
2,0.0001,500,0.01,0.0001,exponential,MSE,96.5
2,0.0001,500,0.01,0.0001,exponential,CROSSENTROPY,97.69999695
2,0.0001,500,0.01,0.0001,time-based,MSE,96.5
2,0.0001,500,0.01,0.0001,time-based,CROSSENTROPY,97.69999695
2,0.0001,500,0.01,0.001,exponential,MSE,97.59999847
2,0.0001,500,0.01,0.001,exponential,CROSSENTROPY,97.69999695
2,0.0001,500,0.01,0.001,time-based,MSE,97.59999847
2,0.0001,500,0.01,0.001,time-based,CROSSENTROPY,97.90000153
2,0.0001,500,0.01,0.01,exponential,MSE,44.09999847
2,0.0001,500,0.01,0.01,exponential,CROSSENTROPY,49.60000229
2,0.0001,500,0.01,0.01,time-based,MSE,91.90000153
2,0.0001,500,0.01,0.01,time-based,CROSSENTROPY,79.59999847
2,0.0005,250,0,0,exponential,MSE,94.20000458
2,0.0005,250,0,0,exponential,CROSSENTROPY,93.70000458
2,0.0005,250,0,0,time-based,MSE,94.20000458
2,0.0005,250,0,0,time-based,CROSSENTROPY,93.70000458
2,0.0005,250,0,0.0001,exponential,MSE,92.90000153
2,0.0005,250,0,0.0001,exponential,CROSSENTROPY,94.19999695
2,0.0005,250,0,0.0001,time-based,MSE,92.30000305
2,0.0005,250,0,0.0001,time-based,CROSSENTROPY,94.5
2,0.0005,250,0,0.001,exponential,MSE,90.30000305
2,0.0005,250,0,0.001,exponential,CROSSENTROPY,94.20000458
2,0.0005,250,0,0.001,time-based,MSE,93.30000305
2,0.0005,250,0,0.001,time-based,CROSSENTROPY,95.1000061
2,0.0005,250,0,0.01,exponential,MSE,94.5
2,0.0005,250,0,0.01,exponential,CROSSENTROPY,83.19999695
2,0.0005,250,0,0.01,time-based,MSE,96.00000763
2,0.0005,250,0,0.01,time-based,CROSSENTROPY,98.09999847
2,0.0005,250,0.0001,0,exponential,MSE,93.90000153
2,0.0005,250,0.0001,0,exponential,CROSSENTROPY,93.70000458
2,0.0005,250,0.0001,0,time-based,MSE,93.90000153
2,0.0005,250,0.0001,0,time-based,CROSSENTROPY,93.70000458
2,0.0005,250,0.0001,0.0001,exponential,MSE,92.40000153
2,0.0005,250,0.0001,0.0001,exponential,CROSSENTROPY,94.19999695
2,0.0005,250,0.0001,0.0001,time-based,MSE,92.40000153
2,0.0005,250,0.0001,0.0001,time-based,CROSSENTROPY,94.5
2,0.0005,250,0.0001,0.001,exponential,MSE,90.30000305
2,0.0005,250,0.0001,0.001,exponential,CROSSENTROPY,94.20000458
2,0.0005,250,0.0001,0.001,time-based,MSE,92.8999939
2,0.0005,250,0.0001,0.001,time-based,CROSSENTROPY,95.19999695
2,0.0005,250,0.0001,0.01,exponential,MSE,94.5
2,0.0005,250,0.0001,0.01,exponential,CROSSENTROPY,83.19999695
2,0.0005,250,0.0001,0.01,time-based,MSE,96.00000763
2,0.0005,250,0.0001,0.01,time-based,CROSSENTROPY,98.09999847
2,0.0005,250,0.001,0,exponential,MSE,92.90000916
2,0.0005,250,0.001,0,exponential,CROSSENTROPY,93.30000305
2,0.0005,250,0.001,0,time-based,MSE,92.90000916
2,0.0005,250,0.001,0,time-based,CROSSENTROPY,93.30000305
2,0.0005,250,0.001,0.0001,exponential,MSE,93
2,0.0005,250,0.001,0.0001,exponential,CROSSENTROPY,93.69999695
2,0.0005,250,0.001,0.0001,time-based,MSE,90.70000458
2,0.0005,250,0.001,0.0001,time-based,CROSSENTROPY,94
2,0.0005,250,0.001,0.001,exponential,MSE,93.50000763
2,0.0005,250,0.001,0.001,exponential,CROSSENTROPY,93.20000458
2,0.0005,250,0.001,0.001,time-based,MSE,92.19999695
2,0.0005,250,0.001,0.001,time-based,CROSSENTROPY,95.1000061
2,0.0005,250,0.001,0.01,exponential,MSE,94.5
2,0.0005,250,0.001,0.01,exponential,CROSSENTROPY,83.19999695
2,0.0005,250,0.001,0.01,time-based,MSE,95.80000305
2,0.0005,250,0.001,0.01,time-based,CROSSENTROPY,98.09999847
2,0.0005,250,0.01,0,exponential,MSE,90.6000061
2,0.0005,250,0.01,0,exponential,CROSSENTROPY,93.70000458
2,0.0005,250,0.01,0,time-based,MSE,90.6000061
2,0.0005,250,0.01,0,time-based,CROSSENTROPY,93.70000458
2,0.0005,250,0.01,0.0001,exponential,MSE,92.40000153
2,0.0005,250,0.01,0.0001,exponential,CROSSENTROPY,93.69999695
2,0.0005,250,0.01,0.0001,time-based,MSE,94.00000763
2,0.0005,250,0.01,0.0001,time-based,CROSSENTROPY,93.40000153
2,0.0005,250,0.01,0.001,exponential,MSE,90.40000916
2,0.0005,250,0.01,0.001,exponential,CROSSENTROPY,94.1000061
2,0.0005,250,0.01,0.001,time-based,MSE,91.80000305
2,0.0005,250,0.01,0.001,time-based,CROSSENTROPY,95.40000916
2,0.0005,250,0.01,0.01,exponential,MSE,94.5
2,0.0005,250,0.01,0.01,exponential,CROSSENTROPY,83.19999695
2,0.0005,250,0.01,0.01,time-based,MSE,96.00000763
2,0.0005,250,0.01,0.01,time-based,CROSSENTROPY,98.09999847
2,0.0005,500,0,0,exponential,MSE,96.80000305
2,0.0005,500,0,0,exponential,CROSSENTROPY,95.8999939
2,0.0005,500,0,0,time-based,MSE,96.80000305
2,0.0005,500,0,0,time-based,CROSSENTROPY,95.8999939
2,0.0005,500,0,0.0001,exponential,MSE,94.59999847
2,0.0005,500,0,0.0001,exponential,CROSSENTROPY,95.90000153
2,0.0005,500,0,0.0001,time-based,MSE,96.5
2,0.0005,500,0,0.0001,time-based,CROSSENTROPY,95.29999542
2,0.0005,500,0,0.001,exponential,MSE,95.30000305
2,0.0005,500,0,0.001,exponential,CROSSENTROPY,96.8999939
2,0.0005,500,0,0.001,time-based,MSE,96.70000458
2,0.0005,500,0,0.001,time-based,CROSSENTROPY,96.5
2,0.0005,500,0,0.01,exponential,MSE,70.29999542
2,0.0005,500,0,0.01,exponential,CROSSENTROPY,56.40000153
2,0.0005,500,0,0.01,time-based,MSE,97.5
2,0.0005,500,0,0.01,time-based,CROSSENTROPY,97.69999695
2,0.0005,500,0.0001,0,exponential,MSE,96.30000305
2,0.0005,500,0.0001,0,exponential,CROSSENTROPY,95.8999939
2,0.0005,500,0.0001,0,time-based,MSE,96.30000305
2,0.0005,500,0.0001,0,time-based,CROSSENTROPY,95.8999939
2,0.0005,500,0.0001,0.0001,exponential,MSE,95.70000458
2,0.0005,500,0.0001,0.0001,exponential,CROSSENTROPY,95.90000153
2,0.0005,500,0.0001,0.0001,time-based,MSE,96.19999695
2,0.0005,500,0.0001,0.0001,time-based,CROSSENTROPY,95.19999695
2,0.0005,500,0.0001,0.001,exponential,MSE,95.40000153
2,0.0005,500,0.0001,0.001,exponential,CROSSENTROPY,96.8999939
2,0.0005,500,0.0001,0.001,time-based,MSE,95.90000153
2,0.0005,500,0.0001,0.001,time-based,CROSSENTROPY,96.6000061
2,0.0005,500,0.0001,0.01,exponential,MSE,70.29999542
2,0.0005,500,0.0001,0.01,exponential,CROSSENTROPY,56.40000153
2,0.0005,500,0.0001,0.01,time-based,MSE,97.59999847
2,0.0005,500,0.0001,0.01,time-based,CROSSENTROPY,97.69999695
2,0.0005,500,0.001,0,exponential,MSE,96.30000305
2,0.0005,500,0.001,0,exponential,CROSSENTROPY,95.19999695
2,0.0005,500,0.001,0,time-based,MSE,96.30000305
2,0.0005,500,0.001,0,time-based,CROSSENTROPY,95.19999695
2,0.0005,500,0.001,0.0001,exponential,MSE,96.50000763
2,0.0005,500,0.001,0.0001,exponential,CROSSENTROPY,96.3999939
2,0.0005,500,0.001,0.0001,time-based,MSE,95.90000153
2,0.0005,500,0.001,0.0001,time-based,CROSSENTROPY,95.20000458
2,0.0005,500,0.001,0.001,exponential,MSE,95.5
2,0.0005,500,0.001,0.001,exponential,CROSSENTROPY,97.09999847
2,0.0005,500,0.001,0.001,time-based,MSE,95.40000153
2,0.0005,500,0.001,0.001,time-based,CROSSENTROPY,96.5
2,0.0005,500,0.001,0.01,exponential,MSE,70.29999542
2,0.0005,500,0.001,0.01,exponential,CROSSENTROPY,56.40000153
2,0.0005,500,0.001,0.01,time-based,MSE,97.5
2,0.0005,500,0.001,0.01,time-based,CROSSENTROPY,97.69999695
2,0.0005,500,0.01,0,exponential,MSE,96.30000305
2,0.0005,500,0.01,0,exponential,CROSSENTROPY,95.8999939
2,0.0005,500,0.01,0,time-based,MSE,96.30000305
2,0.0005,500,0.01,0,time-based,CROSSENTROPY,95.8999939
2,0.0005,500,0.01,0.0001,exponential,MSE,95.8999939
2,0.0005,500,0.01,0.0001,exponential,CROSSENTROPY,96
2,0.0005,500,0.01,0.0001,time-based,MSE,95
2,0.0005,500,0.01,0.0001,time-based,CROSSENTROPY,95.30000305
2,0.0005,500,0.01,0.001,exponential,MSE,96.29999542
2,0.0005,500,0.01,0.001,exponential,CROSSENTROPY,97.20000458
2,0.0005,500,0.01,0.001,time-based,MSE,96.6000061
2,0.0005,500,0.01,0.001,time-based,CROSSENTROPY,96.90000916
2,0.0005,500,0.01,0.01,exponential,MSE,70.29999542
2,0.0005,500,0.01,0.01,exponential,CROSSENTROPY,56.40000153
2,0.0005,500,0.01,0.01,time-based,MSE,97.40000153
2,0.0005,500,0.01,0.01,time-based,CROSSENTROPY,97.69999695
3,5.00E-05,250,0,0,exponential,MSE,97.90000153
3,5.00E-05,250,0,0,exponential,CROSSENTROPY,92.19999695
3,5.00E-05,250,0,0,time-based,MSE,97.90000153
3,5.00E-05,250,0,0,time-based,CROSSENTROPY,92.19999695
3,5.00E-05,250,0,0.0001,exponential,MSE,97.79999542
3,5.00E-05,250,0,0.0001,exponential,CROSSENTROPY,92.09999847
3,5.00E-05,250,0,0.0001,time-based,MSE,97.79999542
3,5.00E-05,250,0,0.0001,time-based,CROSSENTROPY,92.09999847
3,5.00E-05,250,0,0.001,exponential,MSE,97.19999695
3,5.00E-05,250,0,0.001,exponential,CROSSENTROPY,89.1000061
3,5.00E-05,250,0,0.001,time-based,MSE,97.40000153
3,5.00E-05,250,0,0.001,time-based,CROSSENTROPY,89.59999847
3,5.00E-05,250,0,0.01,exponential,MSE,65.5
3,5.00E-05,250,0,0.01,exponential,CROSSENTROPY,49.69999695
3,5.00E-05,250,0,0.01,time-based,MSE,83.3999939
3,5.00E-05,250,0,0.01,time-based,CROSSENTROPY,74.80000305
3,5.00E-05,250,0.0001,0,exponential,MSE,97.90000153
3,5.00E-05,250,0.0001,0,exponential,CROSSENTROPY,92.19999695
3,5.00E-05,250,0.0001,0,time-based,MSE,97.90000153
3,5.00E-05,250,0.0001,0,time-based,CROSSENTROPY,92.19999695
3,5.00E-05,250,0.0001,0.0001,exponential,MSE,97.79999542
3,5.00E-05,250,0.0001,0.0001,exponential,CROSSENTROPY,92.09999847
3,5.00E-05,250,0.0001,0.0001,time-based,MSE,97.79999542
3,5.00E-05,250,0.0001,0.0001,time-based,CROSSENTROPY,92.09999847
3,5.00E-05,250,0.0001,0.001,exponential,MSE,97.19999695
3,5.00E-05,250,0.0001,0.001,exponential,CROSSENTROPY,89.1000061
3,5.00E-05,250,0.0001,0.001,time-based,MSE,97.40000153
3,5.00E-05,250,0.0001,0.001,time-based,CROSSENTROPY,89.59999847
3,5.00E-05,250,0.0001,0.01,exponential,MSE,65.5
3,5.00E-05,250,0.0001,0.01,exponential,CROSSENTROPY,49.69999695
3,5.00E-05,250,0.0001,0.01,time-based,MSE,83.3999939
3,5.00E-05,250,0.0001,0.01,time-based,CROSSENTROPY,74.80000305
3,5.00E-05,250,0.001,0,exponential,MSE,97.90000153
3,5.00E-05,250,0.001,0,exponential,CROSSENTROPY,92.19999695
3,5.00E-05,250,0.001,0,time-based,MSE,97.90000153
3,5.00E-05,250,0.001,0,time-based,CROSSENTROPY,92.19999695
3,5.00E-05,250,0.001,0.0001,exponential,MSE,97.79999542
3,5.00E-05,250,0.001,0.0001,exponential,CROSSENTROPY,92.09999847
3,5.00E-05,250,0.001,0.0001,time-based,MSE,97.79999542
3,5.00E-05,250,0.001,0.0001,time-based,CROSSENTROPY,92.09999847
3,5.00E-05,250,0.001,0.001,exponential,MSE,97.19999695
3,5.00E-05,250,0.001,0.001,exponential,CROSSENTROPY,89.1000061
3,5.00E-05,250,0.001,0.001,time-based,MSE,97.40000153
3,5.00E-05,250,0.001,0.001,time-based,CROSSENTROPY,89.59999847
3,5.00E-05,250,0.001,0.01,exponential,MSE,65.5
3,5.00E-05,250,0.001,0.01,exponential,CROSSENTROPY,49.69999695
3,5.00E-05,250,0.001,0.01,time-based,MSE,83.3999939
3,5.00E-05,250,0.001,0.01,time-based,CROSSENTROPY,74.80000305
3,5.00E-05,250,0.01,0,exponential,MSE,97.90000153
3,5.00E-05,250,0.01,0,exponential,CROSSENTROPY,92.19999695
3,5.00E-05,250,0.01,0,time-based,MSE,97.90000153
3,5.00E-05,250,0.01,0,time-based,CROSSENTROPY,92.19999695
3,5.00E-05,250,0.01,0.0001,exponential,MSE,97.79999542
3,5.00E-05,250,0.01,0.0001,exponential,CROSSENTROPY,92.09999847
3,5.00E-05,250,0.01,0.0001,time-based,MSE,97.79999542
3,5.00E-05,250,0.01,0.0001,time-based,CROSSENTROPY,92.09999847
3,5.00E-05,250,0.01,0.001,exponential,MSE,97.19999695
3,5.00E-05,250,0.01,0.001,exponential,CROSSENTROPY,89.1000061
3,5.00E-05,250,0.01,0.001,time-based,MSE,97.40000153
3,5.00E-05,250,0.01,0.001,time-based,CROSSENTROPY,89.59999847
3,5.00E-05,250,0.01,0.01,exponential,MSE,65.5
3,5.00E-05,250,0.01,0.01,exponential,CROSSENTROPY,49.69999695
3,5.00E-05,250,0.01,0.01,time-based,MSE,83.3999939
3,5.00E-05,250,0.01,0.01,time-based,CROSSENTROPY,74.80000305
3,5.00E-05,500,0,0,exponential,MSE,97
3,5.00E-05,500,0,0,exponential,CROSSENTROPY,97.90000153
3,5.00E-05,500,0,0,time-based,MSE,97
3,5.00E-05,500,0,0,time-based,CROSSENTROPY,97.90000153
3,5.00E-05,500,0,0.0001,exponential,MSE,97.1000061
3,5.00E-05,500,0,0.0001,exponential,CROSSENTROPY,97.79999542
3,5.00E-05,500,0,0.0001,time-based,MSE,97.1000061
3,5.00E-05,500,0,0.0001,time-based,CROSSENTROPY,97.79999542
3,5.00E-05,500,0,0.001,exponential,MSE,97.80000305
3,5.00E-05,500,0,0.001,exponential,CROSSENTROPY,94.80000305
3,5.00E-05,500,0,0.001,time-based,MSE,97.59999847
3,5.00E-05,500,0,0.001,time-based,CROSSENTROPY,96.29999542
3,5.00E-05,500,0,0.01,exponential,MSE,47.40000153
3,5.00E-05,500,0,0.01,exponential,CROSSENTROPY,49.70000076
3,5.00E-05,500,0,0.01,time-based,MSE,85.8999939
3,5.00E-05,500,0,0.01,time-based,CROSSENTROPY,76.5
3,5.00E-05,500,0.0001,0,exponential,MSE,97
3,5.00E-05,500,0.0001,0,exponential,CROSSENTROPY,97.90000153
3,5.00E-05,500,0.0001,0,time-based,MSE,97
3,5.00E-05,500,0.0001,0,time-based,CROSSENTROPY,97.90000153
3,5.00E-05,500,0.0001,0.0001,exponential,MSE,97.1000061
3,5.00E-05,500,0.0001,0.0001,exponential,CROSSENTROPY,97.79999542
3,5.00E-05,500,0.0001,0.0001,time-based,MSE,97.1000061
3,5.00E-05,500,0.0001,0.0001,time-based,CROSSENTROPY,97.79999542
3,5.00E-05,500,0.0001,0.001,exponential,MSE,97.80000305
3,5.00E-05,500,0.0001,0.001,exponential,CROSSENTROPY,94.80000305
3,5.00E-05,500,0.0001,0.001,time-based,MSE,97.59999847
3,5.00E-05,500,0.0001,0.001,time-based,CROSSENTROPY,96.29999542
3,5.00E-05,500,0.0001,0.01,exponential,MSE,47.40000153
3,5.00E-05,500,0.0001,0.01,exponential,CROSSENTROPY,49.70000076
3,5.00E-05,500,0.0001,0.01,time-based,MSE,85.8999939
3,5.00E-05,500,0.0001,0.01,time-based,CROSSENTROPY,76.5
3,5.00E-05,500,0.001,0,exponential,MSE,97
3,5.00E-05,500,0.001,0,exponential,CROSSENTROPY,97.90000153
3,5.00E-05,500,0.001,0,time-based,MSE,97
3,5.00E-05,500,0.001,0,time-based,CROSSENTROPY,97.90000153
3,5.00E-05,500,0.001,0.0001,exponential,MSE,97.1000061
3,5.00E-05,500,0.001,0.0001,exponential,CROSSENTROPY,97.79999542
3,5.00E-05,500,0.001,0.0001,time-based,MSE,97.1000061
3,5.00E-05,500,0.001,0.0001,time-based,CROSSENTROPY,97.79999542
3,5.00E-05,500,0.001,0.001,exponential,MSE,97.80000305
3,5.00E-05,500,0.001,0.001,exponential,CROSSENTROPY,94.80000305
3,5.00E-05,500,0.001,0.001,time-based,MSE,97.59999847
3,5.00E-05,500,0.001,0.001,time-based,CROSSENTROPY,96.29999542
3,5.00E-05,500,0.001,0.01,exponential,MSE,47.40000153
3,5.00E-05,500,0.001,0.01,exponential,CROSSENTROPY,49.70000076
3,5.00E-05,500,0.001,0.01,time-based,MSE,85.8999939
3,5.00E-05,500,0.001,0.01,time-based,CROSSENTROPY,76.5
3,5.00E-05,500,0.01,0,exponential,MSE,97
3,5.00E-05,500,0.01,0,exponential,CROSSENTROPY,97.90000153
3,5.00E-05,500,0.01,0,time-based,MSE,97
3,5.00E-05,500,0.01,0,time-based,CROSSENTROPY,97.90000153
3,5.00E-05,500,0.01,0.0001,exponential,MSE,97.1000061
3,5.00E-05,500,0.01,0.0001,exponential,CROSSENTROPY,97.79999542
3,5.00E-05,500,0.01,0.0001,time-based,MSE,97.1000061
3,5.00E-05,500,0.01,0.0001,time-based,CROSSENTROPY,97.79999542
3,5.00E-05,500,0.01,0.001,exponential,MSE,97.80000305
3,5.00E-05,500,0.01,0.001,exponential,CROSSENTROPY,94.80000305
3,5.00E-05,500,0.01,0.001,time-based,MSE,97.59999847
3,5.00E-05,500,0.01,0.001,time-based,CROSSENTROPY,96.29999542
3,5.00E-05,500,0.01,0.01,exponential,MSE,47.40000153
3,5.00E-05,500,0.01,0.01,exponential,CROSSENTROPY,49.70000076
3,5.00E-05,500,0.01,0.01,time-based,MSE,85.8999939
3,5.00E-05,500,0.01,0.01,time-based,CROSSENTROPY,76.5
3,7.00E-05,250,0,0,exponential,MSE,96.19999695
